noisy_word,correct_word
laurjn,lauren
bleiefs,beliefs
belieps,beliefs
beriefs,beliefs
ic,ci
hi,ci
macromedai,macromedia
macromvdia,macromedia
macomedia,macromedia
companon,companion
compinion,companion
compannion,companion
nquad,squad
squa,squad
sqvuad,squad
abalyze,analyze
analyez,analyze
analzye,analyze
aslhley,ashley
shley,ashley
ashlepy,ashley
scrolc,scroll
scxroll,scroll
sproll,scroll
nrelate,relate
rlate,relate
relare,relate
ddivisions,divisions
diivsions,divisions
divisiosn,divisions
swi,swim
swwm,swim
swbim,swim
wage,wages
wagse,wages
wagas,wages
additioaally,additionally
daditionally,additionally
additionanly,additionally
sfufer,suffer
sffer,suffer
dorests,forests
frests,forests
formests,forests
felblowship,fellowship
fellrwship,fellowship
nno,nano
nao,nano
vnano,nano
ivalid,invalid
invali,invalid
ingalid,invalid
conecrts,concerts
concercs,concerts
concrts,concerts
matrial,martial
dartial,martial
marial,martial
malegs,males
bales,males
male,males
vicorian,victorian
vvictorian,victorian
retaiw,retain
rjtain,retain
retin,retain
clours,colours
colurs,colours
eecute,execute
nexecute,execute
htunnel,tunnel
tnnel,tunnel
tnunel,tunnel
gnres,genres
genree,genres
gerres,genres
cambordia,cambodia
cmabodia,cambodia
caobodia,cambodia
zpatents,patents
aptents,patents
patnets,patents
cospyrights,copyrights
copymrights,copyrights
yt,yn
pyn,yn
cbaos,chaos
chas,chaos
mchaos,chaos
lithuaknia,lithuania
litchuania,lithuania
lihtuania,lithuania
astercard,mastercard
matercard,mastercard
mastercaard,mastercard
wehat,wheat
aheat,wheat
rwheat,wheat
chrbonicles,chronicles
chronciles,chronicles
obtaning,obtaining
obtjaining,obtaining
obtainig,obtaining
beaer,beaver
baver,beaver
bebaver,beaver
updaitng,updating
upkating,updating
udating,updating
distribubte,distribute
distribuet,distribute
readinus,readings
raedings,readings
feadings,readings
dfcorative,decorative
decoratve,decorative
decoartive,decorative
kiijji,kijiji
kijij,kijiji
skijiji,kijiji
ocnfused,confused
connfused,confused
cornfused,confused
compier,compiler
ocmpiler,compiler
enlarvgement,enlargement
enlargemeft,enlargement
enlagement,enlargement
ealges,eagles
eagleqs,eagles
eagves,eagles
basres,bases
bfases,bases
ybases,bases
vai,vii
ivi,vii
vi,vii
accusde,accused
accuesd,accused
ackused,accused
yee,bee
ebe,bee
campigns,campaigns
campaigs,campaigns
unty,unity
unijty,unity
tunity,unity
lou,loud
lsud,loud
conjuntion,conjunction
conjunctdon,conjunction
conjunctioa,conjunction
brimde,bride
bide,bride
ride,bride
rtas,rats
ras,rats
devines,defines
drefines,defines
airportns,airports
airorts,airports
ahirports,airports
insances,instances
invtances,instances
instaces,instances
indigeonus,indigenous
indienous,indigenous
ifndigenous,indigenous
begurn,begun
kegun,begun
begukn,begun
clfr,cfr
cf,cfr
brunettce,brunette
byunette,brunette
brunete,brunette
pacgets,packets
pacnkets,packets
packest,packets
anchoor,anchor
anchro,anchor
atchor,anchor
ocks,socks
sorks,socks
alidation,validation
validaion,validation
validmation,validation
praade,parade
parde,parade
orruption,corruption
coruption,corruption
staa,stat
sat,stat
stta,stat
trigghr,trigger
triggebr,trigger
triggoer,trigger
incenitves,incentives
incntives,incentives
nicentives,incentives
cholestergl,cholesterol
cholesterom,cholesterol
cholseterol,cholesterol
gmthered,gathered
gatherd,gathered
gatered,gathered
esesx,essex
epsex,essex
ejsex,essex
slvenia,slovenia
slovewia,slovenia
slovnia,slovenia
nobtified,notified
notyfied,notified
notifiekd,notified
diffeyrential,differential
differntial,differential
beacehs,beaches
beaphes,beaches
baeches,beaches
folers,folders
foldeds,folders
fodlers,folders
jramatic,dramatic
dramahtic,dramatic
dramatc,dramatic
surfacs,surfaces
surfacse,surfaces
terribl,terrible
terribie,terrible
routegs,routers
ruters,routers
crcuz,cruz
chruz,cruz
cru,cruz
epndant,pendant
penbdant,pendant
pendan,pendant
dresss,dresses
dreses,dresses
baptzist,baptist
bapsist,baptist
yscientist,scientist
wscientist,scientist
schentist,scientist
stakrsmerchant,starsmerchant
siarsmerchant,starsmerchant
starmerchant,starsmerchant
hirig,hiring
hirping,hiring
hirzng,hiring
clock,clocks
clycks,clocks
artbritis,arthritis
arthritsi,arthritis
arthrnitis,arthritis
bos,bios
ios,bios
femaleo,females
feamles,females
femles,females
wallacp,wallace
walblace,wallace
swallace,wallace
nevertxeless,nevertheless
neverthelesjs,nevertheless
nevertheleks,nevertheless
refects,reflects
relects,reflects
taation,taxation
tauxation,taxation
feve,fever
fevre,fever
fevxr,fever
pmdc,pmc
epmc,pmc
pmx,pmc
cuisie,cuisine
coisine,cuisine
cisine,cuisine
srely,surely
surfely,surely
surqely,surely
practaitioners,practitioners
wractitioners,practitioners
pactitioners,practitioners
rtanscript,transcript
transcriut,transcript
trancsript,transcript
mysuace,myspace
myspacze,myspace
mysapce,myspace
tceorem,theorem
theorm,theorem
theormem,theorem
inflaion,inflation
inflatcon,inflation
inflaiton,inflation
the,thee
tuee,thee
thlee,thee
nub,nb
ntb,nb
nnb,nb
rutp,ruth
rut,ruth
rth,ruth
prya,pray
prah,pray
pary,pray
tylus,stylus
svylus,stylus
sltylus,stylus
compounsd,compounds
componuds,compounds
copmounds,compounds
ope,pope
poep,pope
zpope,pope
drus,drums
rums,drums
contracbting,contracting
cntracting,contracting
ontracting,contracting
tolpess,topless
toplress,topless
toplses,topless
arnld,arnold
arnowd,arnold
arnolld,arnold
sturctured,structured
strutcured,structured
strucmtured,structured
reasozably,reasonably
reasonabiy,reasonably
reasnoably,reasonably
ejep,jeep
jeed,jeep
jneep,jeep
cjicks,chicks
cqicks,chicks
bre,bare
bark,bare
whung,hung
hun,hung
hunlg,hung
attle,cattle
cattel,cattle
ctatle,cattle
mbca,mba
ba,mba
radial,radical
rakical,radical
raical,radical
gyraduates,graduates
graduate,graduates
gradutes,graduates
rovre,rover
rovoer,rover
rovpr,rover
recommeds,recommends
reommends,recommends
recmmends,recommends
controeling,controlling
controllibng,controlling
cotrolling,controlling
jreasure,treasure
zreasure,treasure
treasur,treasure
reloaxd,reload
relad,reload
erload,reload
distriubtors,distributors
diestributors,distributors
distjributors,distributors
flmae,flame
flaxme,flame
frame,flame
levitha,levitra
leivtra,levitra
levtira,levitra
tansk,tanks
takns,tanks
tnks,tanks
ssuming,assuming
assuimng,assuming
movetary,monetary
monejary,monetary
eonetary,monetary
elerly,elderly
elderl,elderly
elderny,elderly
pdt,pit
pti,pit
ipt,pit
arlyngton,arlington
arlinton,arlington
arlingto,arlington
monco,mono
moeno,mono
nono,mono
particlys,particles
partiles,particles
paritcles,particles
floatinv,floating
folating,floating
floatin,floating
extraortinary,extraordinary
extraordinaey,extraordinary
extaordinary,extraordinary
tioe,tile
ile,tile
tvle,tile
indictating,indicating
yndicating,indicating
bolibvia,bolivia
bolvia,bolivia
bolkivia,bolivia
spaell,spell
sfpell,spell
psell,spell
hopttest,hottest
holttest,hottest
steven,stevens
stevrens,stevens
stevgns,stevens
rcoordinate,coordinate
cojrdinate,coordinate
kuawit,kuwait
kuwat,kuwait
kxwait,kuwait
wxclusively,exclusively
exclsuively,exclusively
excusively,exclusively
mily,emily
emilvy,emily
omily,emily
allegev,alleged
aoleged,alleged
limitatio,limitation
pimitation,limitation
widsecreen,widescreen
widescree,widescreen
compiel,compile
ompile,compile
copmile,compile
squirtinjg,squirting
squirtinzg,squirting
quirting,squirting
ywebster,webster
wxebster,webster
wmbster,webster
strukc,struck
tsruck,struck
sruck,struck
mrx,rx
rox,rx
illufstration,illustration
illustratiqon,illustration
illustrtaion,illustration
gplymouth,plymouth
lplymouth,plymouth
plymouht,plymouth
wanings,warnings
awrnings,warnings
construcmt,construct
consturct,construct
ocnstruct,construct
appps,apps
appy,apps
aps,apps
inquirihes,inquiries
inquities,inquiries
nquiries,inquiries
briadl,bridal
wbridal,bridal
anoex,annex
anneix,annex
mjag,mag
mai,mag
tmag,mag
gpm,gsm
asm,gsm
inspiratio,inspiration
inspiartion,inspiration
inspiratwion,inspiration
trbal,tribal
trial,tribal
tribval,tribal
cuirous,curious
curiouw,curious
crious,curious
affectng,affecting
fafecting,affecting
freght,freight
freiguht,freight
fdeight,freight
rebae,rebate
erbate,rebate
veetup,meetup
meetui,meetup
meegup,meetup
elcipse,eclipse
eclipes,eclipse
eclpse,eclipse
xsudan,sudan
esudan,sudan
tudan,sudan
tdr,ddr
downdloading,downloading
downloaing,downloading
downloadng,downloading
ret,rec
erc,rec
ec,rec
qshuttle,shuttle
hsuttle,shuttle
shutle,shuttle
aggrgate,aggregate
agwregate,aggregate
aggzregate,aggregate
stunnng,stunning
stunnipng,stunning
stunfing,stunning
cyjles,cycles
ccles,cycles
affwcts,affects
afefcts,affects
affeckts,affects
foreasts,forecasts
foreacsts,forecasts
firecasts,forecasts
detecf,detect
deetct,detect
netect,detect
luts,sluts
suts,sluts
slut,sluts
alctively,actively
acutively,actively
activelyy,actively
cioa,ciao
icao,ciao
ciyao,ciao
amplnad,ampland
kne,knee
kned,knee
knes,knee
yrep,prep
prpe,prep
perp,prep
bp,pb
clmplicated,complicated
copmlicated,complicated
compliated,complicated
cher,chem
czem,chem
faastest,fastest
fasltest,fastest
dfastest,fastest
butlr,butler
butxer,butler
shopzill,shopzilla
shopzila,shopzilla
shozilla,shopzilla
injurmd,injured
injsred,injured
inujred,injured
dcorating,decorating
djcorating,decorating
edcorating,decorating
paqroll,payroll
paoroll,payroll
cokbook,cookbook
coomkbook,cookbook
crokbook,cookbook
expressins,expressions
experssions,expressions
ezxpressions,expressions
tin,ton
txon,ton
courie,courier
coureir,courier
couroer,courier
uploacded,uploaded
uplaoded,uploaded
upiloaded,uploaded
shaketpeare,shakespeare
srakespeare,shakespeare
shakespheare,shakespeare
hintls,hints
hintns,hints
cllapse,collapse
collapfse,collapse
americcas,americas
amricas,americas
amercias,americas
conncetors,connectors
connecotrs,connectors
connetors,connectors
tinks,twinks
twinkcs,twinks
wtinks,twinks
unikely,unlikely
unlikel,unlikely
eunlikely,unlikely
re,oe
oy,oe
igf,gif
zif,gif
gaif,gif
pvos,pros
gpros,pros
prlos,pros
conflicfs,conflicts
confltcts,conflicts
cofnlicts,conflicts
tcehno,techno
techcno,techno
techmno,techno
bejverage,beverage
bevjerage,beverage
bevreage,beverage
triubte,tribute
trwibute,tribute
utribute,tribute
wire,wired
wigred,wired
ired,wired
elvids,elvis
lvis,elvis
elxvis,elvis
imumne,immune
immund,immune
immunp,immune
latia,latvia
lativa,latvia
travelxers,travelers
travelesr,travelers
travwelers,travelers
forstry,forestry
fprestry,forestry
foresty,forestry
bavrriers,barriers
bcarriers,barriers
bacrriers,barriers
acnt,cant
cnt,cant
ant,cant
jv,jd
nd,jd
rarelly,rarely
rarety,rarely
raely,rarely
glp,gpl
ngpl,gpl
epl,gpl
infecte,infected
infecteq,infected
offernigs,offerings
offreings,offerings
marth,martha
margha,martha
genpsis,genesis
gnesis,genesis
geensis,genesis
barirer,barrier
barrer,barrier
argxue,argue
aruue,argue
argul,argue
nicorrect,incorrect
incrrect,incorrect
incorrecut,incorrect
toains,trains
trians,trains
tzains,trains
metas,metals
meatls,metals
metall,metals
beicycle,bicycle
biyccle,bicycle
bicycnle,bicycle
furnimhings,furnishings
fumrnishings,furnishings
urnishings,furnishings
lettiug,letting
letitng,letting
rise,arise
arwse,arise
ariqse,arise
gatemala,guatemala
guatemyla,guatemala
gutemala,guatemala
celnic,celtic
cectic,celtic
tehreby,thereby
theareby,thereby
therjeby,thereby
ic,irc
rc,irc
aamie,jamie
ajmie,jamie
jaymie,jamie
praticle,particle
aprticle,particle
paticle,particle
perceptino,perception
kperception,perception
pearception,perception
mierals,minerals
mineral,minerals
minreals,minerals
advies,advise
advisfe,advise
alvise,advise
cumidity,humidity
hudidity,humidity
humidixy,humidity
bottlwes,bottles
zboxing,boxing
bxoing,boxing
wx,wy
wg,wy
ldm,dm
adm,dm
bnagkok,bangkok
angkok,bangkok
boangkok,bangkok
ernaissance,renaissance
rmenaissance,renaissance
patholdgy,pathology
pthology,pathology
patholoy,pathology
syra,sara
ara,sara
stara,sara
ba,bra
bar,bra
ordinanec,ordinance
ordinanc,ordinance
odrinance,ordinance
hqghes,hughes
hughe,hughes
hugzhes,hughes
photograpehrs,photographers
phootgraphers,photographers
photgoraphers,photographers
itch,bitch
bihtch,bitch
infectoins,infections
infectiosn,infections
infecqions,infections
jeffre,jeffrey
jfefrey,jeffrey
shess,chess
chiss,chess
chss,chess
oeprates,operates
opeyrates,operates
operaes,operates
brisbyane,brisbane
brisibane,brisbane
bribane,brisbane
configurehd,configured
configfured,configured
configugred,configured
survvie,survive
survfve,survive
surivive,survive
oscai,oscar
ocsar,oscar
festivlas,festivals
festivaes,festivals
fesivals,festivals
henus,menus
mvnus,menus
meuns,menus
ojan,joan
jona,joan
oan,joan
poosibilities,possibilities
possibilitgies,possibilities
possiblities,possibilities
dufck,duck
dcuk,duck
revael,reveal
reveap,reveal
acnal,canal
cangl,canal
zanal,canal
aamino,amino
mino,amino
hpi,phi
phni,phi
phu,phi
contributixng,contributing
contributin,contributing
ontributing,contributing
herls,herbs
hebs,herbs
fclinics,clinics
clincis,clinics
clnics,clinics
mlps,mls
mlds,mls
bcow,cow
caw,cow
cw,cow
amnitoba,manitoba
manitzoba,manitoba
mantoba,manitoba
anlytical,analytical
analyticul,analytical
missionns,missions
mmssions,missions
imssions,missions
watsnon,watson
watsno,watson
wason,watson
wlying,lying
lyinn,lying
cotumes,costumes
costuumes,costumes
cogtumes,costumes
sgrict,strict
srict,strict
strct,strict
die,dive
diev,dive
skddam,saddam
safddam,saddam
sadam,saddam
cicrulation,circulation
circvulation,circulation
jirculation,circulation
drqll,drill
dhrill,drill
offnse,offense
offgense,offense
ovffense,offense
threseome,threesome
threesomf,threesome
trheesome,threesome
ryan,bryan
bryn,bryan
obryan,bryan
ce,cet
ect,cet
cegt,cet
protst,protest
prottest,protest
rotest,protest
hndjob,handjob
bhandjob,handjob
handcjob,handjob
assumptgon,assumption
assumptiion,assumption
asumption,assumption
jerunalem,jerusalem
jersualem,jerusalem
njerusalem,jerusalem
ohbby,hobby
hobb,hobby
hoby,hobby
trie,tries
triaes,tries
ries,tries
transebxuales,transexuales
tranesxuales,transexuales
inventio,invention
invenion,invention
nivention,invention
nickame,nickname
qnickname,nickname
nicknam,nickname
iji,fiji
gfiji,fiji
foiji,fiji
techncian,technician
techniccian,technician
technicia,technician
iyline,inline
inine,inline
itline,inline
executivks,executives
excutives,executives
exxecutives,executives
enquiriegs,enquiries
enquireis,enquiries
enqiries,enquiries
wasring,washing
washinhg,washing
washnig,washing
andi,audi
aumdi,audi
audpi,audi
staffng,staffing
gstaffing,staffing
coagnitive,cognitive
ocgnitive,cognitive
cogintive,cognitive
expolring,exploring
extploring,exploring
trck,trick
tric,trick
enuiry,enquiry
enqquiry,enquiry
enqury,enquiry
cldsure,closure
closue,closure
clsure,closure
raild,raid
rid,raid
radi,raid
pp,ppc
puc,ppc
timbqr,timber
timqer,timber
timbar,timber
uvolt,volt
ivolt,volt
volkt,volt
intenes,intense
intese,intense
ontense,intense
dvi,div
di,div
civ,div
laylist,playlist
plylist,playlist
playlis,playlist
registrsar,registrar
registraa,registrar
shwoers,showers
shwers,showers
sowers,showers
supportdrs,supporters
supporers,supporters
uspporters,supporters
rulnig,ruling
ryuling,ruling
urling,ruling
stetdy,steady
stejdy,steady
steadoy,steady
idrt,dirt
dhirt,dirt
dilrt,dirt
statuvtes,statutes
stauttes,statutes
withdraaal,withdrawal
wthdrawal,withdrawal
myrs,myers
mers,myers
myer,myers
drsops,drops
drps,drops
gdrops,drops
preidcted,predicted
zpredicted,predicted
predictsd,predicted
uider,wider
wiider,wider
wiedr,wider
saskatchezwan,saskatchewan
ssakatchewan,saskatchewan
jn,jc
cancellaton,cancellation
cancellatiov,cancellation
cancellatoin,cancellation
lugins,plugins
plugisn,plugins
pleugins,plugins
enrolle,enrolled
erolled,enrolled
enronled,enrolled
snesors,sensors
sednsors,sensors
swensors,sensors
scerw,screw
secrew,screw
crew,screw
ministrs,ministers
ministes,ministers
ministlrs,ministers
publiwly,publicly
pulbicly,publicly
publilcy,publicly
houcrly,hourly
hourluy,hourly
ourly,hourly
balme,blame
bame,blame
ogeneva,geneva
genemva,geneva
genesa,geneva
frvebsd,freebsd
fretbsd,freebsd
veerinary,veterinary
veterinarny,veterinary
veverinary,veterinary
acr,acer
acre,acer
ace,acer
peostores,prostores
pwostores,prostores
prostres,prostores
resellef,reseller
rceseller,reseller
reseltler,reseller
idst,dist
disz,dist
fist,dist
hnded,handed
harded,handed
anded,handed
sffered,suffered
sfufered,suffered
suffreed,suffered
intakn,intake
icntake,intake
inake,intake
informawl,informal
inforomal,informal
relveance,relevance
releance,relevance
relevanca,relevance
inecntive,incentive
incenive,incentive
incentvie,incentive
butterfyl,butterfly
buterfly,butterfly
btuterfly,butterfly
tucfon,tucson
tucsjn,tucson
tcson,tucson
meychanics,mechanics
smechanics,mechanics
hmechanics,mechanics
hweavily,heavily
heavliy,heavily
heavioly,heavily
swinrgers,swingers
siwngers,swingers
ifty,fifty
fify,fifty
hreaders,headers
headrs,headers
imstakes,mistakes
mistakeu,mistakes
mistawkes,mistakes
numeiical,numerical
numericjl,numerical
numericl,numerical
os,ons
oas,ons
geeek,geek
eek,geek
xncle,uncle
nucle,uncle
uxncle,uncle
defiinng,defining
definrng,defining
xnnx,xnxx
xnx,xnxx
conting,counting
countign,counting
counbting,counting
reflectiin,reflection
reflecbtion,reflection
rmeflection,reflection
sinuk,sink
sikn,sink
asink,sink
accompaied,accompanied
accompanide,accompanied
accompanibd,accompanied
assue,assure
assuer,assure
assmure,assure
invitaion,invitation
ixvitation,invitation
dvoted,devoted
devote,devoted
deoted,devoted
prindceton,princeton
princetdn,princeton
rpinceton,princeton
jahob,jacob
jcaob,jacob
jaob,jacob
soium,sodium
sodsium,sodium
sodigm,sodium
rnady,randy
andy,randy
arandy,randy
hpirituality,spirituality
lpirituality,spirituality
spirituarity,spirituality
hormnoe,hormone
homrone,hormone
hormobe,hormone
